filename,label,disease,height,width,avg_contour_length,line_density,num_lines
00250.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.28431493639261,6.25e-06,3.0
00251.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,26.97968151783515,6.25e-06,3.0
00252.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,32.97059191488157,4.166666666666667e-06,2.0
00253.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,26.16020894301325,6.25e-06,3.0
00254.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.09411471507402,6.25e-06,3.0
00255.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.948900322993502,6.25e-06,3.0
00256.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.85862812008793,6.25e-06,3.0
00257.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,27.677724538256776,6.25e-06,3.0
00258.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.000935489624304,8.333333333333334e-06,4.0
00259.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.31735308977543,8.333333333333334e-06,4.0
00260.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.452875070805494,6.25e-06,3.0
00261.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.284317312408568,8.333333333333334e-06,4.0
00262.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.151184325192904,6.25e-06,3.0
00263.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.103240350141363,6.25e-06,3.0
00264.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.30679828457851,6.25e-06,3.0
00265.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.68743985271856,8.333333333333334e-06,4.0
00266.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.415344022802,6.25e-06,3.0
00267.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,23.36153849678514,6.25e-06,3.0
00268.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,25.70519382860753,6.25e-06,3.0
00269.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,25.28971303500178,8.333333333333334e-06,4.0
00270.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.62587254565695,6.25e-06,3.0
00271.tiff,4,Healthy,600.0,800.0,30.631045003219977,8.333333333333334e-06,4.0
00272.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.30205268983717,4.166666666666667e-06,2.0
00273.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.08401111490401,8.333333333333334e-06,4.0
00274.tiff,4,Healthy,600.0,800.0,28.21588663967196,6.25e-06,3.0
00275.tiff,4,Healthy,600.0,800.0,29.181102415244943,6.25e-06,3.0
00276.tiff,4,Healthy,600.0,800.0,26.78814377515547,6.25e-06,3.0
00277.tiff,4,Healthy,600.0,800.0,25.1162694626114,6.25e-06,3.0
00278.tiff,4,Healthy,600.0,800.0,27.023808968218063,4.166666666666667e-06,2.0
00279.tiff,4,Healthy,600.0,800.0,26.76615417355232,6.25e-06,3.0
00280.tiff,4,Healthy,600.0,800.0,27.83029618147078,6.25e-06,3.0
00281.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.86266463883809,8.333333333333334e-06,4.0
00282.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.7627695142722,6.25e-06,3.0
00283.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.32906124070385,4.166666666666667e-06,2.0
00284.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.79743814501406,8.333333333333334e-06,4.0
00285.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.68229422883069,8.333333333333334e-06,4.0
00286.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.299800337441845,8.333333333333334e-06,4.0
00287.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.38878695085645,4.166666666666667e-06,2.0
00288.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.710105703583043,8.333333333333334e-06,4.0
00289.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.01152810061083,4.166666666666667e-06,2.0
00290.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.52936274670973,6.25e-06,3.0
00291.tiff,4,Healthy,600.0,800.0,24.289578700094903,6.25e-06,3.0
00292.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,21.48800613801896,1.0416666666666666e-05,5.0
00293.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,22.49689981385189,1.25e-05,6.0
00294.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,21.75741383314377,6.25e-06,3.0
00295.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,26.447692989187445,6.25e-06,3.0
00296.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,21.72559268958632,6.25e-06,3.0
00297.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,26.495002685952663,6.25e-06,3.0
00298.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,23.0935736157648,4.166666666666667e-06,2.0
00299.tiff,4,Healthy,600.0,800.0,23.81345498236743,1.0416666666666666e-05,5.0
00300.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,22.2899791808243,8.333333333333334e-06,4.0
00301.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.594203561314107,6.25e-06,3.0
00302.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.92791751661384,4.166666666666667e-06,2.0
00303.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.46274391738749,4.166666666666667e-06,2.0
00304.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.965940752001696,4.166666666666667e-06,2.0
00305.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.73810411157546,4.166666666666667e-06,2.0
00306.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.35309292281294,4.166666666666667e-06,2.0
00307.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.72929665884136,2.083333333333333e-06,1.0
00308.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.018437748529664,2.083333333333333e-06,1.0
00309.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,21.989968754390148,6.25e-06,3.0
00310.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.1562488832693,4.166666666666667e-06,2.0
00311.tiff,4,Healthy,600.0,800.0,37.27177167601056,6.25e-06,3.0
00312.tiff,4,Healthy,600.0,800.0,27.56306158986866,6.25e-06,3.0
00313.tiff,4,Healthy,600.0,800.0,31.00608205326488,6.25e-06,3.0
00314.tiff,4,Healthy,600.0,800.0,38.61634479827351,4.166666666666667e-06,2.0
00315.tiff,4,Healthy,600.0,800.0,37.8593349542344,4.166666666666667e-06,2.0
00316.tiff,4,Healthy,600.0,800.0,30.512839929190548,6.25e-06,3.0
00317.tiff,4,Healthy,600.0,800.0,28.562949360400538,8.333333333333334e-06,4.0
00318.tiff,4,Healthy,600.0,800.0,41.2230809306105,6.25e-06,3.0
00319.tiff,4,Healthy,600.0,800.0,29.78121494279482,4.166666666666667e-06,2.0
00320.tiff,4,Healthy,600.0,800.0,36.30795840584502,6.25e-06,3.0
00321.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.070463370968888,6.25e-06,3.0
00322.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.96286474621814,8.333333333333334e-06,4.0
00323.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.064706739989777,8.333333333333334e-06,4.0
00324.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.36927305062612,4.166666666666667e-06,2.0
00325.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.350977645156508,4.166666666666667e-06,2.0
00326.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.725745492844705,4.166666666666667e-06,2.0
00327.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.00790900612309,8.333333333333334e-06,4.0
00328.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.82149496216476,6.25e-06,3.0
00329.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.95483943701889,6.25e-06,3.0
00330.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.05183199428884,1.0416666666666666e-05,5.0
00331.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,25.145555771733857,6.25e-06,3.0
00332.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,31.01044370871051,8.333333333333334e-06,4.0
00333.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,28.25891080598992,4.166666666666667e-06,2.0
00334.tiff,4,Healthy,600.0,800.0,25.55917556213038,8.333333333333334e-06,4.0
00335.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.892929772587564,1.0416666666666666e-05,5.0
00336.tiff,4,Healthy,600.0,800.0,22.85044246500696,8.333333333333334e-06,4.0
00337.tiff,4,Healthy,600.0,800.0,23.316920561649507,6.25e-06,3.0
00338.tiff,4,Healthy,600.0,800.0,23.641807910030064,1.0416666666666666e-05,5.0
00339.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.34897842979431,6.25e-06,3.0
00340.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,32.185283949683765,8.333333333333334e-06,4.0
00341.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,36.67838719066253,6.25e-06,3.0
00342.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.752689391692115,2.083333333333333e-06,1.0
00343.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.44900272717979,2.083333333333333e-06,1.0
00344.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,38.85824730415344,4.166666666666667e-06,2.0
00345.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.42534208535093,4.166666666666667e-06,2.0
00346.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,31.395401179557968,4.166666666666667e-06,2.0
00347.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,34.79525021491871,2.083333333333333e-06,1.0
00348.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.73374624950129,2.083333333333333e-06,1.0
00349.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.61934727347789,2.083333333333333e-06,1.0
00350.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.576691704161107,2.083333333333333e-06,1.0
00351.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,26.106258089283862,4.166666666666667e-06,2.0
00352.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,24.430448713401955,4.166666666666667e-06,2.0
00353.tiff,4,Healthy,600.0,800.0,26.58622671563529,4.166666666666667e-06,2.0
00354.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,27.96892027595769,4.166666666666667e-06,2.0
00355.tiff,4,Healthy,600.0,800.0,26.541090643160963,8.333333333333334e-06,4.0
00356.tiff,4,Healthy,600.0,800.0,25.79984875789756,8.333333333333334e-06,4.0
00357.tiff,4,Healthy,600.0,800.0,25.178447767545325,8.333333333333334e-06,4.0
00358.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.31273881649971,8.333333333333334e-06,4.0
00359.tiff,4,Healthy,600.0,800.0,23.00574618280336,8.333333333333334e-06,4.0
00360.tiff,4,Healthy,600.0,800.0,25.003329753733983,8.333333333333334e-06,4.0
00361.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.209736695433072,6.25e-06,3.0
00362.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.083318740441303,6.25e-06,3.0
00363.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.103548825733245,4.166666666666667e-06,2.0
00364.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.29268874902389,1.25e-05,6.0
00365.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.65545673737903,4.166666666666667e-06,2.0
00366.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.87271477700007,4.166666666666667e-06,2.0
00367.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.043593390396765,6.25e-06,3.0
00368.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.845596122619742,8.333333333333334e-06,4.0
00369.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.591103141028075,4.166666666666667e-06,2.0
00370.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.509873953494395,8.333333333333334e-06,4.0
00371.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.3888654105547,4.166666666666667e-06,2.0
00372.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.402261930162254,2.083333333333333e-06,1.0
00373.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.412050506363364,2.083333333333333e-06,1.0
00374.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.83588150573268,8.333333333333334e-06,4.0
00375.tiff,4,Healthy,600.0,800.0,25.56028549949177,6.25e-06,3.0
00376.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,33.655850715663014,4.166666666666667e-06,2.0
00377.tiff,4,Healthy,600.0,800.0,35.66990495099562,4.166666666666667e-06,2.0
00378.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.338179692372115,2.083333333333333e-06,1.0
00379.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,26.515460973129155,2.083333333333333e-06,1.0
00380.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.35181958956201,6.25e-06,3.0
00381.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,38.95391396347091,2.083333333333333e-06,1.0
00382.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,40.0730480308459,6.25e-06,3.0
00383.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,39.32381428830764,1.0416666666666666e-05,5.0
00384.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,35.15785682448801,4.166666666666667e-06,2.0
00385.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,41.73017581011848,4.166666666666667e-06,2.0
00386.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,41.57057845643552,4.166666666666667e-06,2.0
00387.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,41.27647469203043,2.083333333333333e-06,1.0
00388.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,42.77468947305546,2.083333333333333e-06,1.0
00389.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.77878790831416,2.083333333333333e-06,1.0
00390.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,44.54812107086182,2.083333333333333e-06,1.0
00391.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.88281570749673,4.166666666666667e-06,2.0
00392.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.17092372873864,4.166666666666667e-06,2.0
00393.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.581755156807056,4.166666666666667e-06,2.0
00394.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.88850295564331,8.333333333333334e-06,4.0
00395.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.01292177283421,6.25e-06,3.0
00396.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.67722294890675,6.25e-06,3.0
00397.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.541956395128345,4.166666666666667e-06,2.0
00398.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.844890712420824,6.25e-06,3.0
00399.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.115797598068028,4.166666666666667e-06,2.0
00400.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.49606532934017,6.25e-06,3.0
00401.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,32.26646557769036,4.166666666666667e-06,2.0
00402.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,32.60864240249848,4.166666666666667e-06,2.0
00403.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.92152099591616,6.25e-06,3.0
00404.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.017341847717763,4.166666666666667e-06,2.0
00405.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.84044052791484,2.083333333333333e-06,1.0
00406.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.30229937098492,6.25e-06,3.0
00407.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.62972347803836,6.25e-06,3.0
00408.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.95816028270966,4.166666666666667e-06,2.0
00409.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.213929386312174,4.166666666666667e-06,2.0
00410.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.672079690297444,2.083333333333333e-06,1.0
00411.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.74728631134033,4.166666666666667e-06,2.0
00412.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.63257402641538,4.166666666666667e-06,2.0
00413.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.61483124275965,2.083333333333333e-06,1.0
00414.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.31017801893312,4.166666666666667e-06,2.0
00415.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.88978307617781,4.166666666666667e-06,2.0
00416.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.255440279339137,2.083333333333333e-06,1.0
00417.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.465925442838223,4.166666666666667e-06,2.0
00418.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.018895498620786,2.083333333333333e-06,1.0
00419.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.75381370425026,6.25e-06,3.0
00420.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.90150932110846,6.25e-06,3.0
00421.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,32.24570241539889,6.25e-06,3.0
00422.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.38341201156832,6.25e-06,3.0
00423.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.858869263411428,1.0416666666666666e-05,5.0
00424.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,35.47342788311014,8.333333333333334e-06,4.0
00425.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.891034310488475,8.333333333333334e-06,4.0
00426.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.335642506219315,6.25e-06,3.0
00427.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,32.566287578132595,6.25e-06,3.0
00428.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.932616738311168,6.25e-06,3.0
00429.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.44651223400786,8.333333333333334e-06,4.0
00430.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.936607464318424,4.166666666666667e-06,2.0
00431.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.520570773857933,4.166666666666667e-06,2.0
00432.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.76054575825374,4.166666666666667e-06,2.0
00433.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.281849064969066,6.25e-06,3.0
00434.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,42.53063939165186,4.166666666666667e-06,2.0
00435.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,41.53475705631036,4.166666666666667e-06,2.0
00436.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.01227856943753,6.25e-06,3.0
00437.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.17671893977519,6.25e-06,3.0
00438.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.084569803216404,6.25e-06,3.0
00439.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,51.14208181049685,4.166666666666667e-06,2.0
00440.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.396591467196,6.25e-06,3.0
00441.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.890738765300423,6.25e-06,3.0
00442.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.08514796342086,6.25e-06,3.0
00443.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.1788808239991,6.25e-06,3.0
